,org_id,org_name,ror
685,1004878,Federal University of São João del-Rei,
686,1004879,University of KwaZulu-Natal,
687,5010750,Москва,
688,1342,"International Laboratory of Decision Choice and Analysis, National Research University Higher School of Economics, Moscow, Russian Federation",
689,5010751,Каунас,
690,1004865,Universidad Técnica Federico Santa María,
691,1004881,Nagasaki Institute of Applied Science,
692,3395,"STI NUST ""MISIS""",
693,1000772,University of Milan,
694,1000773,University of Liverpool,
695,1004868,Université Savoie Mont Blanc,
696,1004871,Shinshu University,
697,1004872,Hiroshima Institute of Technology,
698,1004869,National University of La Plata,
699,1004874,Innsbruck Medical University,
700,1004875,University of Johannesburg,
701,1004873,Hampton University,
702,1000781,Cranfield University,
703,1004877,Gaziantep University,
704,1004870,Turkish Atomic Energy Authority,
705,1004880,"Palacký University, Olomouc",
706,5000529,Федеральный научно-производственный центр~-- Государственное унитарное предприятие &quot;НПО &quot;Аврора&quot;&quot;,
707,3409,ЮРГПУ(НПИ),
708,1004883,Doğuş University,
709,1004884,Institute of Nuclear Physics,
710,1004882,Mohammed V University,
711,1004886,California University of Pennsylvania,
712,1004887,Kyoto University of Education,
713,1368,Johannes Kepler University Linz,
714,1369,"Johannes Kepler Univ Linz, Insitute Stochast, Altenbergerstr 69, A-4040 Linz, Austria",
715,1004888,Oklahoma State University Oklahoma City,
716,1004890,UCL Australia,
717,1004891,Klein Buendel (United States),
718,1004893,Institute of Particle Physics,
719,1000798,Polish Academy of Sciences,
720,1004894,Institute on Taxation and Economic Policy,
721,1004895,INFN Sezione di Lecce,
722,5028228,Москва,
723,1004897,National Institute for Research and Development of Isotopic and Molecular Technologies,
724,1000803,Uppsala University,
725,1004898,Wigner Research Centre for Physics,
726,1004901,Georgian Technical University,
727,1004902,Istanbul Aydın University,
728,1004903,California State University System,
729,1004896,Federal University of São João del-Rei,
730,1004889,Manhattan College,
731,1004904,University of Fribourg,
732,1004907,Institute of Microelectronics of Barcelona,
733,5021036,ПАО Промсвязьбанк,
734,5021037,Сбербанк России,
735,1004908,University of Hassan II Casablanca,
736,1004910,B.I. Stepanov Institute of Physics,
737,1004912,Instituto de Física La Plata,
738,1004913,Mohamed I University,
739,1004909,Institute of Economic Sciences,
740,1395,"La Rochelle Business School, France",
741,1004916,"National Centre for Nuclear Energy, Science and Technology",
742,1004915,Cadi Ayyad University,
743,1004918,University of Tarapacá,
744,1004911,Shandong Lianxing Energy Group (China),
745,5000569,"Школа бизнеса и экономики, Университет ОАЭ",
746,1004921,Jožef Stefan International Postgraduate School,
747,1004922,Ochanomizu University,
748,1004924,Bahçeşehir University,
749,1004925,"California State University, Fresno",
750,1004926,Transylvania University of Brașov,
751,1004927,City College of New York,
752,1004928,University of the Aegean,
753,1004929,Alexandru Ioan Cuza University,
754,1004930,Centre for High Performance Computing,
755,1004931,"California State University, Sacramento",
756,1004932,Borough of Manhattan Community College,
757,1004934,Nano and Advanced Materials Institute,
758,1004936,Otsuka (Japan),
759,1000841,Institute for Nuclear Research,
760,1004937,Université Ibn-Tofail,
761,1000843,"University of Maryland, College Park",
762,1004939,Old Dominion University,
763,1004941,University of New Hampshire,
764,1000849,"University of California, Santa Barbara",
765,1002897,Waseda University,
766,1000857,University of Minnesota,
767,1002900,Ankara University,
768,1004952,Sorbonne Paris Cité,
769,1004953,Istanbul University,
770,1004955,CEA LIST,
771,1004899,Kowloon Hospital,
772,1000864,National University of Distance Education,
773,1004961,Atlas Scientific (United States),
774,5000610,"Академия гражданской авиации, Санкт-Петербург",
775,1004963,Institute for Theoretical Physics,
776,1004962,"California State University, East Bay",
777,1004900,Ilia State University,
778,1004966,Université Mohammed VI Polytechnique,
779,1004960,Flensburg University of Applied Sciences,
780,1004968,Istinye University,
781,1004969,Washington College,
782,1004964,University of the Philippines Diliman,
783,1004967,University of La Serena,
784,1004970,Westmont College,
785,1004973,Scottish Universities Physics Alliance,
786,5000622,"Университет, Нови Сад, Сербия",
787,1004975,iThemba Laboratory,
788,1004974,Institute of Physics Belgrade,
789,1000882,Sorbonne University,
790,1004978,Yeditepe University,
791,1002869,Universidad Nacional de Colombia,
792,1000887,Gorno-Altaisk State University,
793,1464,"Moscow State University, Moscow, Russian Federation",
794,3513,"Trapeznikov Institute of Control Sciences of the RAS, Moscow, 117997 Russia",
795,1465,Moscow State University of Civil Engineering,
796,1467,"Moscow State Univ Technol STANKIN, RAS, VA Trapeznikov Inst Control Sci, Moscow, Russia",
797,3516,"Воронежский государственный университет, г. Воронеж, Россия",
798,1000893,Charles University,
799,1000890,University of Wuppertal,
800,1000889,Technion – Israel Institute of Technology,
801,1004906,Hellenic Open University,
802,1004905,Centre National des Sciences et Technologies Nucléaires,
803,1000891,The University of Texas at El Paso,
804,1476,Munster University,
805,1000906,Qatar Airways (Qatar),
806,1002957,The University of Texas at Austin,
807,1000912,University of Hertfordshire,
808,1000926,Kansas State University,
809,1000931,Sun Yat-sen University,
810,1004914,Dumlupinar University,
811,1515,"NPK Technological Centre, Moscow, 124498 Russia",
812,1002988,Scuola Internazionale Superiore di Studi Avanzati,
813,1000941,University of Patras,
814,5017070,Всесоюзный научно-исследовательский институт монокристаллов и особо чистых химических веществ,
815,5017071,Харьковский научно-исследовательский химико-фармацевтический институт,
816,1519,"OAO ""RZhD""",
817,1002987,Enrico Fermi Center for Study and Research,
818,1000951,Institute of Water Problems,
819,1000952,Central Siberian Botanical Garden,
820,1000957,Botanical Institute VL Komarova,
821,1000959,V.E. Zuev Institute of Atmospheric Optics,
822,1000961,Institute of Biology of Inland Waters named Ivan Dmitrievich Papanin,
823,1000966,"University of California, Irvine",
824,1004920,Fondazione Bruno Kessler,
825,1000968,University of Helsinki,
826,1003021,Singapore Polytechnic,
827,1003022,Singapore University of Technology and Design,
828,1000975,California Institute of Technology,
829,5002771,"Иркутский государственный университет путей сообщения, Иркутск, Россия",
830,1004923,Giresun University,
831,1000982,Ludwig-Maximilians-Universität München,
832,1000983,University of Michigan–Ann Arbor,
833,1000984,University of Bonn,
834,5000729,Московский институт электронного машиностроения,
835,1000987,Eötvös Loránd University,
836,5000730,Киевский университет,
837,5000734,Донецкий филиал Харьковского института инженеров железнодорожного транспорта,
838,5000735,"Уральский политехнический институт, Екатеринбург",
839,1003040,Blekinge Institute of Technology,
840,1003053,University of Calabria,
841,1001008,Center for Research and Advanced Studies of the National Polytechnic Institute,
842,5000760,"Электротехнический институт связи, Одесса",
843,5000761,"Институт математики АН БССР, Минск",
844,1001018,University of Nebraska–Lincoln,
845,5000763,"НИИ прикладной механики, Москва",
846,1001031,University of Rome Tor Vergata,
847,1608,Russian Timiryazev State Agrarian University,
848,1001033,King's College London,
849,1001034,Princeton University,
850,1001035,Jeju National University,
851,1003084,Czech Academy of Sciences,
852,1001036,Weizmann Institute of Science,
853,1003079,Horia Hulubei National Institute for R and D in Physics and Nuclear Engineering,
854,1003080,University of Santiago de Compostela,
855,1001041,Nanjing University,
856,1001042,Zhejiang University,
857,1001043,Chinese Academy of Sciences,
858,1001044,University of Science and Technology of China,
859,1621,"Saratov Science Center of RAS, Institute of Precision Mechanics and Control of RAS, Saratov, 410028, Russian Federation",
860,1001047,Tsinghua University,
861,1001050,"University of California, Davis",
862,1001053,Privolzhsky Research Medical University,
863,1001054,"Institute of Physics, Academia Sinica",
864,1001057,Lancaster University,
865,1001058,Humboldt-Universität zu Berlin,
866,1001059,Boston University,
867,1001060,University of Houston,
868,1001061,University of Virginia,
869,1001062,Tokyo Metropolitan University,
870,1003105,Polytechnic Institute of Porto,
871,1003108,Future University in Egypt,
872,1000814,Berlin School of Economics and Law,
873,1001069,"University of California, Riverside",
874,1001074,National Central University,
875,1003126,Kwara State University,
876,1003127,Sukkur IBA University,
877,1003129,Zagazig University,
878,1004885,INFN Sezione di Roma II,
879,1003136,Rovira i Virgili University,
880,1001092,Petrozavodsk State University,
881,5000837,"Чикагский университет, США",
882,5004933,Москва,
883,1004947,Centro Nacional de Microelectrónica,
884,1001110,University of Udine,
885,1004949,Premier University,
886,1001119,Budker Institute of Nuclear Physics,
887,1702,Technosensor Ltd,
888,1001132,Universidad Autónoma de Ciudad Juárez,
889,1003181,Institució Catalana de Recerca i Estudis Avançats,
890,5019310,"Институт сейсмологии Объединенного института физики Земли им. О.Ю. Шмидта Российской Академии наук, г. Москва",
891,5019311,"Институт сейсмологии Объединенного института физики Земли им. О.Ю. Шмидта Российской Академии наук, г. Москва",
892,5019312,"Всероссийский научно-исследовательский институт геологических, геофизических и геохимических систем, г. Москва",
893,1001142,Ritsumeikan University,
894,1001147,Claude Bernard University Lyon 1,
895,5000892,Киевский филиал ВПИК руководящих работников МВД СССР,
896,1003195,University of South Africa,
897,1001151,Duke University,
898,5021377,Охранное предприятие ООО &laquo;Каскад&raquo; (Москва),
899,5021378,ООО «ЛокоТех-Сигнал»,
900,1001154,Heidelberg University,
901,5021381,ФГУП «НТЦ «Атлас»,
902,5021382,ООО «АйБрейн»,
903,1001159,"University of California, Berkeley",
904,5021383,АНО Европейский центр подготовки руководителей &quot;ЦНПР&quot;ММК&quot;,
905,5000905,Институт математики и механики УрО АН СССР,
906,5021384,NAUMEN R&amp;D,
907,5000915,Каунасский технологический университет,
908,5021396,ООО &laquo;Р-сенсорс&raquo;,
909,5021395,ООО &laquo;Р-сенсорс&raquo;,
910,1003221,Zhejiang University of Technology,
911,5002968,"Университет штата Луизиана, Батон-Руж, США",
912,1003224,Beijing Aerospace Flight Control Center,
913,5005025,Москва,
914,5005026,Москва,
915,1001187,Russian Academy of Natural Sciences,
916,5021412,ОАО &laquo;Специализированная инжиниринговая компания &laquo;Севзапмонтажавтоматика&raquo;,
917,1762,University Niccolo Cusano,
918,5000934,"Университет г. Жилина, Словакия",
919,1004965,Institute of Physics and Technology,
920,1785,University of Minho,
921,5000956,Донецкий государственный университет,
922,1001212,University of Lisbon,
923,1001213,Instituto Politécnico de Lisboa,
924,5000959,Научно-исследовательский институт математики и механики ЛГУ,
925,5000960,"Институт земного магнетизма, ионосферы и распространения радиоволн им. Н. В. Пушкова РАН, г. Троицк Московской обл.",
926,5000970,"Автономный университет Барселоны, Испания",
927,5000981,"Национальный институт здравоохранения, Хельсинки, Финляндия",
928,1821,"Ural State Univ Econ, Ekaterinburg, Russia",
929,1001919,Yonsei University,
930,1001249,University of Würzburg,
931,1003301,Second Hospital of Hebei Medical University,
932,1004892,Ōtani University,
933,1001258,University College Dublin,
934,1001261,University of Bologna,
935,1837,"ИПУ РАН, ВГУ г. Воронеж",
936,1838,"Voronezh State Univ, FSBEI HE, Fac Comp Sci, Lab Med Cybernet, Voronezh, Russia",
937,1839,"Voronezh State Univ, Med Sci, Voronezh, Russia",
938,5003057,"Уфимский университет науки и технологий, г. Уфа, Россия",
939,1840,"Voronezh State Univ, Tech Sci, Voronezh, Russia",
940,1003320,Qujiang People's Hospital,
941,1003321,Fourth Affiliated Hospital of Anhui Medical University,
942,1001274,Brown University,
943,1001275,Providence College,
944,1003322,Anhui Medical University,
945,5001021,"Всероссийская академия внешней торговли, Москва",
946,1001279,Seattle University,
947,1861,Yuri Gagarin State Technical University,
948,1002543,"Institute of Nuclear Physics, Polish Academy of Sciences",
949,1001297,The Ohio State University,
950,1002544,GSI Helmholtz Centre for Heavy Ion Research,
951,5001043,"ФГУП &quot;НИИ АА им. академика В. С. Семенихина&quot;, Москва",
952,1001304,Microsoft (United States),
953,1001305,Carnegie Mellon University,
954,1001306,Stanford University,
955,1002245,Rudjer Boskovic Institute,
956,1003360,Chongqing Medical University,
957,1891,Академия управления МВД России,
958,1003363,Affiliated Hospital of Southwest Medical University,
959,5019496,"МП &quot;Новатех&quot;, г. Москва",
960,5003113,"Центр стратегических исследований гражданской защиты МЧС России, г. Москва",
961,5019498,"Российско-британское совместное предприятие &quot;Башкорт&quot;, г. Уфа",
962,5019499,"Сумской государственный университет, Украина",
963,5019500,"Сумской государственный университет, Украина",
964,5019501,"Сумской государственный университет, Украина",
965,5019502,"Центр экологических исследований Университета г. Колимы, Мексика",
966,5019503,Новосибирская опытно-методическая вибросейсмическая экспедиция Российской Академии наук,
967,5019497,"МП &quot;Новатех&quot;, г. Москва",
968,1001323,City University of New York,
969,1001332,University of Kansas,
970,1001334,Sharif University of Technology,
971,1916,"АО ""Интертраст""",
972,1001342,California State University Los Angeles,
973,5015423,Москва,
974,5015424,Москва,
975,5015425,Москва,
976,1001346,The University of Texas at Arlington,
977,1001351,Sapienza University of Rome,
978,5021575,"Правительство Астраханской области, Министерство экономического развития",
979,2420,"МГУ им. М.В. Ломоносова, Физический факультет",
980,1001367,"California State University, Long Beach",
981,1001368,King Khalid University,
982,1001371,CEA Saclay,
983,1001372,Atomic Energy and Alternative Energies Commission,
984,389,ФТИ имени Иоффе,https://ror.org/05dkdaa55
985,1001384,Université Hassan 1er,
986,390,ЦАГИ,https://ror.org/001dw2225
987,1001388,University of Massachusetts Boston,
988,5015469,"Пиза, Италия",
989,5015470,Свердловск,
990,1001395,University of Oxford,
991,5021626,"Sophia Ltd, Инновационный парк Северной Ирландии, Северная Ирландия, BT3 9DT, Белфаст, Королевское шоссе, Королевский остров",
992,1001404,West Virginia University,
993,5025725,Ленинград,
994,5025726,Ленинград,
995,1001417,Institute of Theoretical and Experimental Biophysics,
996,1001419,University of Iowa,
997,5021645,"03164 Киев, ул. Генерала Наумова, 17, ГП “ДИСИТ” НАН Украины",
998,2432,Мехмат МГУ им. М.В. Ломоносова,
999,1001430,École Polytechnique,
1000,1001433,University of Wisconsin–Madison,
1001,5017572,"Институт кибернетики Академии наук ГрузССР, г. Тбилиси",
1002,5017573,"Отдел математики с вычислительным центром Академии наук ТаджССР, г. Душанбе",
1003,5017574,"Институт кибернетики Академии наук ГрузССР, г. Тбилиси",
1004,1001455,Carleton University,
1005,404,ЮФУ,https://ror.org/01tv9ph92
1006,2036,Высшая школа экономики и управления,
1007,1001465,University of Oregon,
1008,1001469,Tufts University,
