,publ_id,publ_name,publ_name,publ_type,year
805,4797,Подавление ограниченных возмущений в линейных и нелинейных системах,Подавление ограниченных возмущений в линейных и нелинейных системах,Пленарный доклад,2009
806,4798,Randomized Methods for Robust Stabilization and Robust Performance,Randomized Methods for Robust Stabilization and Robust Performance,Пленарный доклад,2009
807,4801,Радиоволновые методы измерения параметров технологических процессов,Радиоволновые методы измерения параметров технологических процессов,Книга,2009
808,4803,Индикативное планирование в регионе,Индикативное планирование в регионе,Секционный доклад,2009
809,1020614,New bryophyte records. 12,New bryophyte records. 12,Статья,2019
810,4806,A Randomized Algorithm for Finding Eigenvector of Stochastic Matrix With Application to PageRank Problem,A Randomized Algorithm for Finding Eigenvector of Stochastic Matrix With Application to PageRank Problem,Секционный доклад,2009
811,4810,Adaptive Randomized Algorithm for Finding Eigenvector of Stochastic Matrix With Application to PageRank,Adaptive Randomized Algorithm for Finding Eigenvector of Stochastic Matrix With Application to PageRank,Секционный доклад,2009
812,4820,Ellipsoidal Approximations to Attraction Domains of Linear Systems With Bounded Control,Ellipsoidal Approximations to Attraction Domains of Linear Systems With Bounded Control,Секционный доклад,2009
813,4824,Подавление неслучайных ограниченных внешних возмущений в линейных управляемых системах: управление по выходу,Подавление неслучайных ограниченных внешних возмущений в линейных управляемых системах: управление по выходу,Тезисы доклада,2009
814,4850,Частотный адаптивный ПИД-регулятор: ЧАР-ПИД-W1,Частотный адаптивный ПИД-регулятор: ЧАР-ПИД-W1,Секционный доклад,2009
815,4851,Алгоритм частотного адаптивного ПИД-регулятора,Алгоритм частотного адаптивного ПИД-регулятора,Секционный доклад,2009
816,4858,Повышение точности систем с ПИД-регуляторами при внешнем возмущении,Повышение точности систем с ПИД-регуляторами при внешнем возмущении,Статья,2010
817,4908,Выбор ширины окна ядерной функции в непараметрической оценке производной плотности методом сглаженной кросс-валидации,Выбор ширины окна ядерной функции в непараметрической оценке производной плотности методом сглаженной кросс-валидации,Статья,2010
818,4910,Методы управления и планирования работ в дискретных производствах,Методы управления и планирования работ в дискретных производствах,Секционный доклад,2009
819,4911,Adaplab-3: Finite-Frequency Identification and Adaptation Toolbox for Matlab (I),Adaplab-3: Finite-Frequency Identification and Adaptation Toolbox for Matlab (I),Секционный доклад,2009
820,4913,Конечно-частотная идентификация: динамический алгоритм,Конечно-частотная идентификация: динамический алгоритм,Статья,2009
821,4914,Алгебраические условия негрубости,Алгебраические условия негрубости,Статья,2009
822,4917,Структурные аспекты теории автоматического управления,Структурные аспекты теории автоматического управления,Секционный доклад,2009
823,4918,Автоматическое решение задач теории управления: развитие концепции,Автоматическое решение задач теории управления: развитие концепции,Секционный доклад,2009
824,4919,Принципы построения многофункциональной системы автоматизации разработки алгоритмов автоматического управления,Принципы построения многофункциональной системы автоматизации разработки алгоритмов автоматического управления,Секционный доклад,2009
825,4920,System GAMMA: The Directives of Finite-Frequency Identification,System GAMMA: The Directives of Finite-Frequency Identification,Статья,2009
826,4925,Комбинаторные методы построения двудольных однородных минимальных квазиполных графов (симметричных блок-схем),Комбинаторные методы построения двудольных однородных минимальных квазиполных графов (симметричных блок-схем),Статья,2009
827,4928,Датчики и измерительные преобразователи для контроля окружающей среды,Датчики и измерительные преобразователи для контроля окружающей среды,Книга,2009
828,4931,Цифровая обработка сигналов в реальном масштабе времени,Цифровая обработка сигналов в реальном масштабе времени,Секционный доклад,2009
829,4933,Программно-методическая система государственного мониторинга стратегических предприятий и корпораций,Программно-методическая система государственного мониторинга стратегических предприятий и корпораций,Статья,2009
830,4936,Резонаторный метод измерения концентрации растворов с применением полосковых линий,Резонаторный метод измерения концентрации растворов с применением полосковых линий,Секционный доклад,2009
831,4937,Электрофизическая диагностика состояния водного теплоносителя в двухфазном состоянии на основе СВЧ-метода,Электрофизическая диагностика состояния водного теплоносителя в двухфазном состоянии на основе СВЧ-метода,Секционный доклад,2009
832,4941,Резонаторный метод измерения физических свойств жидкостей с применением полосковых линий,Резонаторный метод измерения физических свойств жидкостей с применением полосковых линий,Статья,2009
833,4943,Radiofrequency on-Line Measurement of Density and Water Content of Liquefied Petroleum Gas,Radiofrequency on-Line Measurement of Density and Water Content of Liquefied Petroleum Gas,Секционный доклад,2009
834,4947,On-Line Measurement of Crude Oil Water Content and Salinity by Microwave Techniques,On-Line Measurement of Crude Oil Water Content and Salinity by Microwave Techniques,Секционный доклад,2009
835,4951,Radiofrequency Technological Measurements Under Pipeline Transportation of Liquefied Petroleum Gas,Radiofrequency Technological Measurements Under Pipeline Transportation of Liquefied Petroleum Gas,Секционный доклад,2009
836,4953,Real Time Scale Processing of Signals in Digital Industrial Control Systems,Real Time Scale Processing of Signals in Digital Industrial Control Systems,Секционный доклад,2009
837,4955,Intelligent Data Maintenance for Automatized Control System Operators of a Thermal Power Plant,Intelligent Data Maintenance for Automatized Control System Operators of a Thermal Power Plant,Секционный доклад,2009
838,4956,Radiofrequency Temperature-Independent Measurement of Density of Liquefied Petroleum Gas in Reservoirs and Pipelines,Radiofrequency Temperature-Independent Measurement of Density of Liquefied Petroleum Gas in Reservoirs and Pipelines,Секционный доклад,2009
839,4957,Data Maintenance for Processes of Decision-Making Under Industrial Control,Data Maintenance for Processes of Decision-Making Under Industrial Control,Секционный доклад,2009
840,4958,Микроволновые измерения влагосодержания сырой нефти,Микроволновые измерения влагосодержания сырой нефти,Тезисы доклада,2009
841,4959,Обзор функциональных возможностей ПО «Талка-КПК»,Обзор функциональных возможностей ПО «Талка-КПК»,Статья,2009
842,4967,Средства отладки распределенных микропроцессорных комплексов реального времени,Средства отладки распределенных микропроцессорных комплексов реального времени,Статья,2009
843,5051241,К~восьмидесятилетию Евгения Фроловича Мищенко,К~восьмидесятилетию Евгения Фроловича Мищенко,Статья,2002
844,4970,Построение современных корпоративных телефонных сетей,Построение современных корпоративных телефонных сетей,Статья,2009
845,4982,Средства измерений параметров цепей переменного тока: краткий обзор,Средства измерений параметров цепей переменного тока: краткий обзор,Секционный доклад,2009
846,4984,Применение информационных технологий в информационно-измерительных системах,Применение информационных технологий в информационно-измерительных системах,Статья,2009
847,4986,К определению интеллектуальных средств измерений,К определению интеллектуальных средств измерений,Секционный доклад,2009
848,4995,Проблемы развития воздушного транспорта в малонаселенных регионах,Проблемы развития воздушного транспорта в малонаселенных регионах,Секционный доклад,2009
849,5001,Пакетная обработка в ПО «ЦФС-ТАЛКА»,Пакетная обработка в ПО «ЦФС-ТАЛКА»,Статья,2009
850,5002,Простая навигация с ПО «Талка-КПК»,Простая навигация с ПО «Талка-КПК»,Статья,2009
851,5003,Автоматическое построение рельефа,Автоматическое построение рельефа,Статья,2009
852,5004,Математическое моделирование процесса образования пробок на многополосной кольцевой дороге,Математическое моделирование процесса образования пробок на многополосной кольцевой дороге,Секционный доклад,2009
853,5007,Автоматизированная актуализация оптимизационных моделей планирования непрерывных производств,Автоматизированная актуализация оптимизационных моделей планирования непрерывных производств,Статья,2009
854,5008,Системы оптимизационного планирования и опыт внедрения и эксплуатации их в ВИНК,Системы оптимизационного планирования и опыт внедрения и эксплуатации их в ВИНК,Статья,2009
855,5010,Фрактальные финитные управления и управления со всюду расходящимися рядами Фурье в гиперболических распределенных системах,Фрактальные финитные управления и управления со всюду расходящимися рядами Фурье в гиперболических распределенных системах,Секционный доклад,2009
856,1053594,Evaluation decorative native species of trees and shrubs in urban areas,Evaluation decorative native species of trees and shrubs in urban areas,Статья,2017
857,5021,Фрактальные финитные управления с множеством корней мощности континуума в распределенных системах,Фрактальные финитные управления с множеством корней мощности континуума в распределенных системах,Статья,2009
858,5041,Automatic Nonparametric Signal Filtration,Automatic Nonparametric Signal Filtration,Пленарный доклад,2010
859,5046,Новые методы управления в линейных системах с ограниченными внешними возмущениями,Новые методы управления в линейных системах с ограниченными внешними возмущениями,Тезисы доклада,2010
860,5060,Блочный синтез дискретного управления многомерными системами,Блочный синтез дискретного управления многомерными системами,Секционный доклад,2009
861,5103,Мажоритарное моделирование взаимовлияния показателей деятельности организационных систем на основе графа отклонений от нормы,Мажоритарное моделирование взаимовлияния показателей деятельности организационных систем на основе графа отклонений от нормы,Статья,2009
862,5104,Моделирование процесса посткризисной стабилизации организационных систем на основе триадной структуры,Моделирование процесса посткризисной стабилизации организационных систем на основе триадной структуры,Статья,2009
863,5109,Программный комплекс «Графика - ТР»,Программный комплекс «Графика - ТР»,Статья,2009
864,5110,Использование системы «Графика-ТР» в процессе обучения курсу «Компьютерное моделирование схем и устройств»,Использование системы «Графика-ТР» в процессе обучения курсу «Компьютерное моделирование схем и устройств»,Тезисы доклада,2009
865,5114,Система контроля и управления магнитной капсулой эндоскопа,Система контроля и управления магнитной капсулой эндоскопа,Пленарный доклад,2009
866,5123,Реализация блоков этапа технического проектирования в среде программного комплекса «Графика-ТР»,Реализация блоков этапа технического проектирования в среде программного комплекса «Графика-ТР»,Секционный доклад,2009
867,5159,Структурный анализ графов когнитивных карт,Структурный анализ графов когнитивных карт,Секционный доклад,2009
868,5051432,Поправки к~статье: ``Почти оптимальный метод решения задач Дирихле на подобластях декомпозиции иерархической hp-версии'' [Дифференц. уравнения. 2001. Т.~37. \No~7. С.~959--968],Поправки к~статье: ``Почти оптимальный метод решения задач Дирихле на подобластях декомпозиции иерархической hp-версии'' [Дифференц. уравнения. 2001. Т.~37. \No~7. С.~959--968],Статья,2003
869,5162,Использование структурного анализа при формировании когнитивных карт,Использование структурного анализа при формировании когнитивных карт,Секционный доклад,2009
870,5166,System of Simulation and Control With Mobile Sources on the MATLAB,System of Simulation and Control With Mobile Sources on the MATLAB,Секционный доклад,2009
871,5173,Эффект нелинейной динамической поляризации магнитного момента в средах с одноосной анизотропией,Эффект нелинейной динамической поляризации магнитного момента в средах с одноосной анизотропией,Секционный доклад,2009
872,5181,Проблемы управления научно-техническим прогрессом,Проблемы управления научно-техническим прогрессом,Секционный доклад,2009
873,5209,Управление процессом зерновых интервенций как составляющих продовольственной безопасностью,Управление процессом зерновых интервенций как составляющих продовольственной безопасностью,Секционный доклад,2009
874,5051488,О~гиперболических системах законов сохранения,О~гиперболических системах законов сохранения,Статья,2003
875,5233,Автоматизированное проектирование систем управления,Автоматизированное проектирование систем управления,Секционный доклад,2009
876,5238,Supervisory Control of Real-Time Automation System,Supervisory Control of Real-Time Automation System,Секционный доклад,2009
877,5240,Супервизорное управление структурированными динамическими дискретно-событийными системами,Супервизорное управление структурированными динамическими дискретно-событийными системами,Статья,2009
878,5242,Supervisory Control in Structured Dynamic Discrete-Event Systems,Supervisory Control in Structured Dynamic Discrete-Event Systems,Секционный доклад,2009
879,5246,Supervisory Control of a Strongly Structured Discrete Event System,Supervisory Control of a Strongly Structured Discrete Event System,Секционный доклад,2009
880,5254,Straight Encoding Method of Supervisor Implementation for Structured Discrete Dynamic Event Systems,Straight Encoding Method of Supervisor Implementation for Structured Discrete Dynamic Event Systems,Секционный доклад,2009
881,5257,Иерархическая методика SCADA-проектирования АСУ ТП,Иерархическая методика SCADA-проектирования АСУ ТП,Секционный доклад,2009
882,5259,К философии кибернетики. Краткие тезисы,К философии кибернетики. Краткие тезисы,Книга,2009
883,5283,Вырожденные задачи синтеза и робастность систем управления для объектов с ограниченной неопределенностью,Вырожденные задачи синтеза и робастность систем управления для объектов с ограниченной неопределенностью,Секционный доклад,2009
884,5285,Идентификация линейных стационарных объектов с большим отношением сигнал/шум,Идентификация линейных стационарных объектов с большим отношением сигнал/шум,Секционный доклад,2009
885,5287,Вырожденные задачи синтеза систем управления линейными дискретными объектами,Вырожденные задачи синтеза систем управления линейными дискретными объектами,Статья,2009
886,5305,Мультиударные взаимодействия в динамических системах с активными сингулярными,Мультиударные взаимодействия в динамических системах с активными сингулярными,Секционный доклад,2009
887,5306,Synthesis of Feedback Control Logic for Structured Discrete Event Systems Supervisor in Control Petri Nets,Synthesis of Feedback Control Logic for Structured Discrete Event Systems Supervisor in Control Petri Nets,Секционный доклад,2010
888,5311,Об одном религиозном представлении,Об одном религиозном представлении,Тезисы доклада,2010
889,5332,Система магнитной локации и управления капсулой эндоскопа,Система магнитной локации и управления капсулой эндоскопа,Секционный доклад,2010
890,5335,Разработка графического редактора для послойного лазерного синтеза,Разработка графического редактора для послойного лазерного синтеза,Секционный доклад,2010
891,5018850,Свободнорадикальное присоединение карбоновых кислот к~винил- и аллилацетатам,Свободнорадикальное присоединение карбоновых кислот к~винил- и аллилацетатам,Статья,1961
892,5051624,Существование и единственность решений некоторых нелинейных параболических уравнений,Существование и единственность решений некоторых нелинейных параболических уравнений,Статья,2003
893,5357,Универсальные программные пакеты для моделирования систем с распределенными параметрами,Универсальные программные пакеты для моделирования систем с распределенными параметрами,Статья,2009
894,5359,Ленско-Камчатская железнодорожная магистраль,Ленско-Камчатская железнодорожная магистраль,Статья,2009
895,5367,Ленско-Камчатская железнодорожная магистраль,Ленско-Камчатская железнодорожная магистраль,Секционный доклад,2009
896,5382,Метод сетевого программирования в задаче оптимизации корпоративных бизнесов,Метод сетевого программирования в задаче оптимизации корпоративных бизнесов,Тезисы доклада,2009
897,5394,Bandwidth Selection in Nonparametric Signal Filtration,Bandwidth Selection in Nonparametric Signal Filtration,Тезисы доклада,2010
898,5400,Comparison of Nonparametric Filtration Algorithms With Kalman Filter,Comparison of Nonparametric Filtration Algorithms With Kalman Filter,Секционный доклад,2010
899,5410,Обработка в автоматическом режиме аэроснимков с камеры DMC в ПО «ЦФС-ТАЛКА»,Обработка в автоматическом режиме аэроснимков с камеры DMC в ПО «ЦФС-ТАЛКА»,Статья,2009
900,5438,Применение интеллектуальных средств интеллектуальной поддержки принятия решений при управлении горнодобывающим предприятием,Применение интеллектуальных средств интеллектуальной поддержки принятия решений при управлении горнодобывающим предприятием,Секционный доклад,2009
901,5440,Повышение безопасности разработки горнорудных объектов с использованием интеллектуальных средств,Повышение безопасности разработки горнорудных объектов с использованием интеллектуальных средств,Секционный доклад,2009
902,5441,Система моделирования местности по данным аэрокосмической съемки,Система моделирования местности по данным аэрокосмической съемки,Секционный доклад,2009
903,5449,Теория усилителя магнитного поля на основе ферромагнитной пластинки,Теория усилителя магнитного поля на основе ферромагнитной пластинки,Секционный доклад,2009
904,5450,Принципы программной реализации моделей повышения надежности,Принципы программной реализации моделей повышения надежности,Секционный доклад,2009
905,5460,Программные методы повышения надежности структурно-сложных распределенных вычислений и процессов управления,Программные методы повышения надежности структурно-сложных распределенных вычислений и процессов управления,Статья,2009
906,5461,Программные методы повышения устойчивости распределенных вычислений процессов управления к деструктивным воздействиям,Программные методы повышения устойчивости распределенных вычислений процессов управления к деструктивным воздействиям,Статья,2009
907,5462,Принципы реализации моделей повышения надежности распределенных вычислений в системе программирования ПАРСЕК,Принципы реализации моделей повышения надежности распределенных вычислений в системе программирования ПАРСЕК,Статья,2009
908,5051737,Асимптотические оценки решения сингулярно возмущенной краевой задачи с~начальным скачком для линейных дифференциальных уравнений,Асимптотические оценки решения сингулярно возмущенной краевой задачи с~начальным скачком для линейных дифференциальных уравнений,Статья,2004
909,5472,Использование методов структурного анализа при подготовке когнитивных карт,Использование методов структурного анализа при подготовке когнитивных карт,Секционный доклад,2009
910,5487,Ширина окна ядерных функций в непараметрической оценке производных плотности,Ширина окна ядерных функций в непараметрической оценке производных плотности,Секционный доклад,2009
911,5491,Организация государственного мониторинга – ключевой аспект стратегического управления высокотехнологичными отраслями экономики,Организация государственного мониторинга – ключевой аспект стратегического управления высокотехнологичными отраслями экономики,Статья,2009
912,5503,From Research on the Decision-Making in Ill-Structured Situation Control and the Problem of Risks,From Research on the Decision-Making in Ill-Structured Situation Control and the Problem of Risks,Статья,2009
913,5512,Метод сетевого программирования в задачах управления проектами,Метод сетевого программирования в задачах управления проектами,Тезисы доклада,2009
914,5084557,О~разложении функций двух переменных в~смешанные ряды Фурье--Якоби и приложения их к~оценке погрешности кубатурных формул,О~разложении функций двух переменных в~смешанные ряды Фурье--Якоби и приложения их к~оценке погрешности кубатурных формул,Статья,2007
915,5535,Разработка системы показателей факторов стоимости в целях повышения эффективности управления холдингом,Разработка системы показателей факторов стоимости в целях повышения эффективности управления холдингом,Тезисы доклада,2009
916,5539,Стоимостные аспекты повышения эффективности управления в холдинге,Стоимостные аспекты повышения эффективности управления в холдинге,Секционный доклад,2009
917,5540,Разработка моделей и методов повышения эффективности управления стоимостью холдинга,Разработка моделей и методов повышения эффективности управления стоимостью холдинга,Секционный доклад,2009
918,5551,One Approach to Analysis of Risks Due to Human Factors in Decision Support Systems for Ill-Structured Situations,One Approach to Analysis of Risks Due to Human Factors in Decision Support Systems for Ill-Structured Situations,Секционный доклад,2009
919,5552,О проблеме верификации при моделировании слабо-структурированных ситуаций на основе когнитивных карт,О проблеме верификации при моделировании слабо-структурированных ситуаций на основе когнитивных карт,Секционный доклад,2009
920,5553,Верификация конкретных моделей на основе когнитивных карт,Верификация конкретных моделей на основе когнитивных карт,Секционный доклад,2009
921,5554,Subject-Formal Methods Based on Cognitive Maps and the Problem of Risk Due to the Human Factor,Subject-Formal Methods Based on Cognitive Maps and the Problem of Risk Due to the Human Factor,Статья,2010
922,5584,Анализ координатных и других преобразований моделей динамических систем методом редукции,Анализ координатных и других преобразований моделей динамических систем методом редукции,Статья,2009
923,5595,К сохранению устойчивости динамических систем при гомоморфизмах,К сохранению устойчивости динамических систем при гомоморфизмах,Статья,2009
924,5609,Декомпозиционный подход к синтезу цифровых контроллеров,Декомпозиционный подход к синтезу цифровых контроллеров,Секционный доклад,2009
925,5628,Разработка моделей и методов для ситуационного центра по формированию антикризисных стратегий управления интегрированными промышленными структурами,Разработка моделей и методов для ситуационного центра по формированию антикризисных стратегий управления интегрированными промышленными структурами,Тезисы доклада,2009
926,5629,Основные аспекты интегрированного компьютерного моделирования крупномасштабных производственных систем,Основные аспекты интегрированного компьютерного моделирования крупномасштабных производственных систем,Статья,2009
927,5632,"Некоторые научно-технологические проблемы проектирования, создания и функционирования систем мониторинга водных объектов","Некоторые научно-технологические проблемы проектирования, создания и функционирования систем мониторинга водных объектов",Статья,2009
928,5633,Научно-технологические проблемы и пути совершенствования информационного обеспечения систем экологического мониторинга водных объектов,Научно-технологические проблемы и пути совершенствования информационного обеспечения систем экологического мониторинга водных объектов,Секционный доклад,2009
929,5634,Кластерная диагностика финансового состояния как элемент антикризисного управления,Кластерная диагностика финансового состояния как элемент антикризисного управления,Тезисы доклада,2009
930,5662,Блочный синтез дискретного управления многомерными нестационарными системами,Блочный синтез дискретного управления многомерными нестационарными системами,Секционный доклад,2009
931,1054238,Using Machine Learning Techniques for Assessing Media Text Readability,Using Machine Learning Techniques for Assessing Media Text Readability,Доклад,2023
932,5667,Метод разделения движений для синтеза дискретных законов управления динамическими системами,Метод разделения движений для синтеза дискретных законов управления динамическими системами,Секционный доклад,2009
933,1054249,Self-adaptive models for laser monitor image processing,Self-adaptive models for laser monitor image processing,Доклад,2016
934,5676,О минимуме функционала обнаружения при движении объекта в конфликтной среде,О минимуме функционала обнаружения при движении объекта в конфликтной среде,Статья,2009
935,5084724,К вопросу об обратимости однородных степени~$p$ полимиальных отображений,К вопросу об обратимости однородных степени~$p$ полимиальных отображений,Статья,1993
936,5084735,Об унитарно-треугольном разложении нормальной матрицы,Об унитарно-треугольном разложении нормальной матрицы,Статья,1993
937,1054278,Novel machine learning technique for predicting teaching strategy effectiveness,Novel machine learning technique for predicting teaching strategy effectiveness,Статья,2020
938,5084756,К~численной оптимизации некоторых динамико-стохастических систем,К~численной оптимизации некоторых динамико-стохастических систем,Статья,2007
939,1021588,COMPREHENSIVE ASSESSMENT OF QUALITY AND SAFETY OF IMPORTED FISH,COMPREHENSIVE ASSESSMENT OF QUALITY AND SAFETY OF IMPORTED FISH,Статья,2020
940,5782,Метод сетевого программирования в задачах нелинейной оптимизации,Метод сетевого программирования в задачах нелинейной оптимизации,Статья,2009
941,5783,Владимир Николаевич Бурков – 70 активных лет,Владимир Николаевич Бурков – 70 активных лет,Секционный доклад,2009
942,5784,Задача выбора оптимальной стратегии интегрирования компаний,Задача выбора оптимальной стратегии интегрирования компаний,Тезисы доклада,2009
943,5808,Наука управлять,Наука управлять,Статья,2009
944,5809,Правит управление,Правит управление,Статья,2009
945,5816,Экономические проблемы управления развитием авиатранспортных систем в малонаселенных регионах,Экономические проблемы управления развитием авиатранспортных систем в малонаселенных регионах,Секционный доклад,2009
946,5818,Стратегии развития общедоступного воздушного транспорта в малонаселенных регионах,Стратегии развития общедоступного воздушного транспорта в малонаселенных регионах,Секционный доклад,2009
947,1021631,ILC Reference Design Report: ILC Global Design Effort and World Wide Study,ILC Reference Design Report: ILC Global Design Effort and World Wide Study,Статья,2007
948,1021634,ILC Reference Design Report Volume 3 - Accelerator,ILC Reference Design Report Volume 3 - Accelerator,Препринт,2007
949,5843,К философии кибернетики. Краткие тезисы,К философии кибернетики. Краткие тезисы,Книга,2009
950,5845,Methodological Problems of Control and Unsolved Mathematical Problems for Distributed Parameter Systems,Methodological Problems of Control and Unsolved Mathematical Problems for Distributed Parameter Systems,Секционный доклад,2009
951,5848,Регулирование транспортного потока на кольцевой автомагистрали,Регулирование транспортного потока на кольцевой автомагистрали,Секционный доклад,2009
952,5850,Имитационная модель системы поддержки принятия решений,Имитационная модель системы поддержки принятия решений,Секционный доклад,2009
953,5873,Оптимизация законов уклонения морского подводного объекта от обнаружения в режиме шумопеленгации,Оптимизация законов уклонения морского подводного объекта от обнаружения в режиме шумопеленгации,Статья,2009
954,5052152,Существование и асимптотическая устойчивость стационарного решения сингулярно возмущенной системы параболических уравнений в~случае пересечения корней вырожденного уравнения,Существование и асимптотическая устойчивость стационарного решения сингулярно возмущенной системы параболических уравнений в~случае пересечения корней вырожденного уравнения,Статья,2006
955,5888,Анализ эволюционного потенциала как целевой функции самоорганизующихся систем,Анализ эволюционного потенциала как целевой функции самоорганизующихся систем,Секционный доклад,2009
